trade_date,sentiment_bucket,trades,unique_accounts,total_volume_usd,total_pnl,avg_trade_size_usd,long_ratio,short_ratio
2024-11-01,Greed,23,2,260981.03,1040.475736,11347.001304347827,1.0,0.0
2024-11-02,Greed,2,1,40000.0,0.0,20000.0,1.0,0.0
2024-11-03,Greed,6,2,129055.66,0.0,21509.27666666667,1.0,0.0
2024-11-04,Greed,36,2,451811.97,2799.410474,12550.332499999999,1.0,0.0
2024-11-05,Greed,10,1,200627.23,678.4759280000001,20062.723,1.0,0.0
2024-11-06,Greed,15,2,123906.9,2817.83723,8260.46,1.0,0.0
2024-11-07,Greed,113,3,111335.3,4493.353136,985.2681415929204,0.1592920353982301,0.0
2024-11-08,Greed,39,2,270700.44,-64.41354100000007,6941.036923076923,1.0,0.0
2024-11-09,Greed,86,2,193384.41,102.90894,2248.655930232558,0.10465116279069768,0.8953488372093024
2024-11-10,Greed,173,3,413636.7,991.114334,2390.963583815029,0.05202312138728324,0.9479768786127167
2024-11-11,Greed,373,4,1570572.42,6749.630996,4210.649919571046,0.064343163538874,0.935656836461126
2024-11-12,Greed,171,4,1226354.52,3494.399394,7171.663859649123,0.4678362573099415,0.5321637426900585
2024-11-13,Greed,48,5,515336.37,7846.402274,10736.174375,0.9166666666666666,0.08333333333333333
2024-11-14,Greed,110,2,1008361.81,4563.509225,9166.925545454545,1.0,0.0
2024-11-15,Greed,149,4,1427858.42,4140.740438,9582.942416107382,0.7785234899328859,0.2214765100671141
2024-11-16,Greed,157,4,303296.07,2769.521909,1931.822101910828,0.4140127388535032,0.4840764331210191
2024-11-17,Greed,209,4,1215987.57,882.975285,5818.122344497608,0.3062200956937799,0.69377990430622
2024-11-18,Greed,346,7,2084339.58,4470.815187,6024.102832369942,0.45664739884393063,0.5057803468208093
2024-11-19,Greed,305,5,628031.15,2958.268991,2059.118524590164,0.5049180327868853,0.4852459016393443
2024-11-20,Greed,550,5,1999514.1199999999,4210.0928969999995,3635.480218181818,0.7872727272727272,0.20909090909090908
2024-11-21,Greed,535,5,598300.62,1692.430891,1118.3189158878504,0.7177570093457943,0.26542056074766357
2024-11-22,Greed,679,6,1646713.62,-18105.345617,2425.2041531664213,0.6273932253313697,0.3711340206185567
2024-11-23,Greed,363,4,516245.68,2901.531638,1422.1644077134986,0.33608815426997246,0.6446280991735537
2024-11-24,Greed,172,3,664952.28,945.550386,3866.001627906977,0.4011627906976744,0.5813953488372093
2024-11-25,Greed,255,2,937410.87,5523.740734,3676.1210588235294,0.5058823529411764,0.4392156862745098
2024-11-26,Greed,302,4,1146902.44,1094.809359,3797.6901986754965,0.7218543046357616,0.25496688741721857
2024-11-27,Greed,213,2,1444242.53,-2654.495633,6780.481361502348,0.6572769953051644,0.323943661971831
2024-11-28,Greed,332,5,1894225.15,-127075.39958499999,5705.497439759036,0.46987951807228917,0.5150602409638554
2024-11-29,Greed,393,11,794262.91,176844.994152,2021.0252162849874,0.1628498727735369,0.22900763358778625
2024-11-30,Greed,373,8,1732193.7,37316.69352,4643.950938337802,0.10455764075067024,0.4450402144772118
2024-12-01,Greed,416,9,814711.82,40886.364494,1958.441875,0.12740384615384615,0.4639423076923077
2024-12-02,Greed,270,8,585243.56,18489.604313,2167.568740740741,0.3111111111111111,0.32592592592592595
2024-12-03,Greed,374,8,1084666.53,23576.539285,2900.177887700535,0.43315508021390375,0.20588235294117646
2024-12-04,Greed,319,7,769287.65,292891.815021,2411.5600313479626,0.1724137931034483,0.438871473354232
2024-12-05,Greed,456,8,1256750.79,71574.11848800001,2756.0324342105264,0.1074561403508772,0.6907894736842105
2024-12-06,Greed,403,10,3471019.22,-92624.643895,8612.950918114144,0.13895781637717122,0.6029776674937966
2024-12-07,Greed,304,6,451733.42,85906.279067,1485.965197368421,0.0,0.7532894736842105
2024-12-08,Greed,420,6,932939.72,15965.933436,2221.2850476190474,0.009523809523809525,0.6857142857142857
2024-12-09,Greed,539,10,983949.68,6310.967676,1825.5096103896105,0.07421150278293136,0.3914656771799629
2024-12-10,Greed,1596,11,3150424.08,39325.770231,1973.94992481203,0.10776942355889724,0.21679197994987467
2024-12-11,Greed,1221,12,2194098.33,319051.554217,1796.9683292383293,0.10401310401310401,0.2964782964782965
2024-12-12,Greed,1932,14,4557189.87,599151.795008,2358.7939285714288,0.052795031055900624,0.17236024844720496
2024-12-13,Greed,1173,11,2880824.64,31935.901745,2455.9459846547315,0.34697357203751067,0.19607843137254902
2024-12-14,Greed,1235,12,2369561.78,167801.399244,1918.6735060728743,0.5821862348178137,0.13036437246963561
2024-12-15,Greed,1697,15,2583269.81,97525.315279,1522.256812021214,0.4678845020624632,0.09605185621685328
2024-12-16,Greed,1055,13,2740808.97,166774.344133,2597.9231943127966,0.3184834123222749,0.2066350710900474
2024-12-17,Greed,1941,16,5233597.63,219591.305172,2696.3408706852138,0.33951571354971666,0.2328696548171046
2024-12-18,Greed,1429,13,3798887.07,13682.994673,2658.423421973408,0.24072778166550035,0.271518544436669
2024-12-19,Greed,3339,13,8241709.39,62744.004486000005,2468.316678646301,0.25067385444743934,0.05241090146750524
2024-12-20,Greed,2488,15,7681274.71,254969.660039,3087.3290635048234,0.22266881028938906,0.18086816720257234
2024-12-21,Greed,1681,8,4382875.12,150022.163157,2607.302272456871,0.23973825104104698,0.1683521713265913
2024-12-22,Greed,774,8,3087320.22,352197.163973,3988.7858139534887,0.3863049095607235,0.4043927648578811
2024-12-23,Greed,2347,14,6771878.26,-29430.626577,2885.333728163613,0.03834682573498083,0.26288879420536854
2024-12-24,Greed,338,11,1767036.11,14813.780116,5227.917485207101,0.15088757396449703,0.5029585798816568
2024-12-25,Greed,208,6,347889.35,756.6570469999998,1672.5449519230767,0.0673076923076923,0.5625
2024-12-26,Greed,697,7,2205242.65,60228.639722,3163.9062410329984,0.03443328550932568,0.351506456241033
2024-12-27,Greed,260,7,347913.0,2672.811035,1338.126923076923,0.2076923076923077,0.6461538461538462
2024-12-28,Greed,161,7,281555.01,940.673623,1748.7888819875777,0.08074534161490683,0.6708074534161491
2024-12-29,Greed,201,7,344628.54,2884.067927,1714.5698507462685,0.03980099502487562,0.8059701492537313
2024-12-30,Greed,304,9,1073865.73,9009.738137,3532.453059210526,0.29605263157894735,0.45723684210526316
2024-12-31,Greed,306,6,877164.62,5445.01281,2866.551045751634,0.5032679738562091,0.34967320261437906
2025-01-01,Greed,96,6,282582.1,-9528.065345,2943.5635416666664,0.07291666666666667,0.4375
2025-01-02,Greed,361,9,774674.84,8716.519087,2145.9136842105263,0.2188365650969529,0.6537396121883656
2025-01-03,Greed,508,9,771208.99,6028.486793,1518.1279330708662,0.18700787401574803,0.6889763779527559
2025-01-04,Greed,371,9,1826029.6199999999,2553.537968,4921.912722371967,0.1105121293800539,0.7978436657681941
2025-01-05,Greed,239,8,451943.57,3187.719363,1890.977280334728,0.11715481171548117,0.698744769874477
2025-01-06,Greed,573,7,556526.99,6064.185393,971.2512914485166,0.06457242582897033,0.7609075043630017
2025-01-07,Greed,637,6,1313178.1,16098.227531,2061.504081632653,0.10832025117739404,0.858712715855573
2025-01-08,Greed,1039,11,3177275.18,130117.090554,3058.0126852743024,0.5110683349374399,0.39268527430221367
2025-01-09,Greed,522,7,1020733.25,46975.928902,1955.427681992337,0.4157088122605364,0.5134099616858238
2025-01-10,Neutral,819,7,6547449.68,-10116.875552,7994.444053724053,0.7106227106227107,0.27228327228327226
2025-01-11,Greed,283,7,1658098.71,2269.080536,5859.006042402827,0.5795053003533569,0.26148409893992935
2025-01-12,Greed,602,7,2258459.17,5742.241803,3751.59330564784,0.8438538205980066,0.12458471760797342
2025-01-13,Greed,408,11,2936648.0100000002,9655.429352,7197.666691176471,0.6519607843137255,0.15931372549019607
2025-01-14,Greed,275,9,876581.97,16069.512355,3187.5708,0.29818181818181816,0.4
2025-01-15,Greed,267,11,1801599.8900000001,14819.5883,6747.565131086143,0.38202247191011235,0.5093632958801498
2025-01-16,Greed,371,9,3049692.96,20807.709328,8220.196657681941,0.32075471698113206,0.5902964959568733
2025-01-17,Greed,238,8,1110230.46,7006.415608,4664.8338655462185,0.38235294117647056,0.47058823529411764
2025-01-18,Greed,651,12,2711629.88,443.2330819999997,4165.330076804916,0.30568356374807987,0.5821812596006144
2025-01-19,Greed,1567,15,9715215.3,87923.799302,6199.8821314613915,0.44416081684747927,0.42437779195915765
2025-01-20,Greed,1315,15,8287327.01,87277.239173,6302.149817490495,0.5110266159695818,0.3361216730038023
2025-01-21,Greed,530,8,1523729.82,11077.839421,2874.961924528302,0.2037735849056604,0.6037735849056604
2025-01-22,Greed,832,10,1778406.43,20524.408057,2137.5077283653845,0.4206730769230769,0.5108173076923077
2025-01-23,Greed,1218,12,3697028.66,101256.24216,3035.3273070607556,0.4860426929392447,0.48111658456486045
2025-01-24,Greed,874,11,1611433.45,10602.779738,1843.7453661327231,0.2974828375286041,0.18649885583524028
2025-01-25,Greed,506,11,1239377.7,-10348.016255999999,2449.363043478261,0.3715415019762846,0.34189723320158105
2025-01-26,Greed,451,7,1201173.66,40823.466668,2663.3562305986693,0.2616407982261641,0.6252771618625277
2025-01-27,Greed,773,15,1508028.31,41331.765392,1950.8775032341528,0.4411384217335058,0.2652005174644243
2025-01-28,Greed,498,8,579412.17,17979.613973,1163.4782530120483,0.3815261044176707,0.28714859437751006
2025-01-29,Greed,910,9,1897513.41,23421.01147,2085.1795714285713,0.08791208791208792,0.7285714285714285
2025-01-30,Greed,1067,11,3014397.17,23097.471385,2825.114498594189,0.19868791002811623,0.6644798500468604
2025-01-31,Greed,1016,11,2783411.48,35868.296773,2739.578228346457,0.3464566929133858,0.5167322834645669
2025-02-01,Greed,634,12,1363746.44,32300.205017,2151.019621451104,0.18138801261829654,0.416403785488959
2025-02-02,Greed,1319,13,5661092.29,162854.759623,4291.957763457164,0.4275966641394996,0.15466262319939347
2025-02-03,Fear,2380,12,22592901.37,348871.326269,9492.815701680673,0.47983193277310926,0.36134453781512604
2025-02-04,Greed,2512,13,15678409.27,416876.88812,6241.404964171974,0.3682324840764331,0.5923566878980892
2025-02-05,Neutral,1297,11,8743231.51,56706.235562,6741.1191287586735,0.3654587509637625,0.3754818812644564
2025-02-06,Neutral,1703,11,2818508.87,33803.799733,1655.0257604227834,0.5789782736347622,0.3094539048737522
2025-02-07,Fear,1524,13,3460263.54,22450.002091,2270.5141338582675,0.7644356955380578,0.10695538057742782
2025-02-08,Fear,575,10,839734.97,586.703253,1460.4086434782607,0.6365217391304347,0.034782608695652174
2025-02-09,Neutral,764,12,2920919.7,150551.829492,3823.19332460733,0.2094240837696335,0.6884816753926701
2025-02-10,Fear,889,14,3624958.44,63908.49465,4077.5685489313837,0.500562429696288,0.3363329583802025
2025-02-11,Neutral,848,12,2797544.17,-6093.784817,3298.990766509434,0.31839622641509435,0.21933962264150944
2025-02-12,Neutral,1031,12,4143974.54,19848.635032,4019.3739476236665,0.5751697381183317,0.31910766246362754
2025-02-13,Neutral,1370,11,3199852.21,27829.534238,2335.6585474452554,0.5598540145985401,0.35912408759124087
2025-02-14,Neutral,1655,15,4007103.42,213860.675308,2421.210525679758,0.30694864048338366,0.35166163141993956
2025-02-15,Neutral,932,12,1712852.95,45042.92701,1837.8250536480687,0.6663090128755365,0.25643776824034337
2025-02-16,Neutral,681,10,806177.64,2369.478425,1183.8144493392072,0.4552129221732746,0.36270190895741555
2025-02-17,Neutral,941,9,2031044.64,1818.573295,2158.3896280552603,0.2869287991498406,0.1891604675876727
2025-02-18,Neutral,1676,11,3371128.68,91204.672403,2011.413293556086,0.3269689737470167,0.29415274463007157
2025-02-19,Fear,1361,10,3263930.24,14985.794701,2398.185334313005,0.4305657604702425,0.2674504041146216
2025-02-20,Neutral,2012,11,4628609.29,46008.794102,2300.5016351888667,0.6829025844930418,0.2614314115308151
2025-02-21,Greed,1873,14,3972159.88,119693.49395,2120.747399893219,0.6615056059797116,0.3198077949813134
2025-02-22,Neutral,686,10,3175570.2,25278.704178,4629.111078717201,0.5276967930029155,0.44314868804664725
2025-02-23,Neutral,520,12,1141310.74,10656.934251,2194.8283461538463,0.4173076923076923,0.43846153846153846
2025-02-24,Neutral,5616,14,11223619.59,38470.176242,1998.5077617521367,0.863960113960114,0.05056980056980057
2025-02-25,Fear,6246,18,19414984.36,204762.177034,3108.3868651937237,0.6709894332372719,0.1845981428113993
2025-02-26,Fear,1176,13,4946958.13,63229.063129,4206.597049319727,0.4957482993197279,0.42517006802721086
2025-02-27,Fear,890,9,1999898.43,-36525.167517,2247.0768876404495,0.09550561797752809,0.8505617977528089
2025-02-28,Fear,1019,13,4123660.77,225628.108748,4046.7721000981355,0.39254170755642787,0.4239450441609421
2025-03-01,Fear,174,5,263824.13,10596.108968,1516.230632183908,0.3275862068965517,0.5517241379310345
2025-03-02,Fear,532,10,6460848.74,66914.320708,12144.452518796992,0.6409774436090225,0.18796992481203006
2025-03-03,Fear,1482,14,8244590.38,616413.032233,5563.151403508772,0.3144399460188934,0.6072874493927125
2025-03-04,Fear,2402,16,11124247.15,182075.566585,4631.24360949209,0.7635303913405496,0.10074937552039967
2025-03-05,Fear,1660,13,9193654.22,269328.365917,5538.345915662651,0.8042168674698795,0.1210843373493976
2025-03-06,Fear,760,12,6765324.96,16101.125561,8901.743368421052,0.5276315789473685,0.36973684210526314
2025-03-07,Fear,2552,14,19854275.48,150236.061627,7779.888510971787,0.8491379310344828,0.09717868338557993
2025-03-08,Fear,529,13,892083.51,24700.773359,1686.3582419659735,0.499054820415879,0.13988657844990549
2025-03-09,Fear,1422,12,10419697.99,19773.457395,7327.495070323488,0.6265822784810127,0.20815752461322082
2025-03-10,Fear,2911,14,16811790.68,-10010.027269999999,5775.263029886637,0.9093095156303675,0.005839917554105119
2025-03-11,Fear,3286,16,14016952.09,-76880.729036,4265.657970176507,0.7337188070602556,0.1856360316494218
2025-03-12,Fear,3968,13,18618139.15,288105.984215,4692.071358366935,0.7893145161290323,0.10433467741935484
2025-03-13,Neutral,962,13,3285591.22,14114.870873,3415.375488565489,0.8648648648648649,0.09875259875259876
2025-03-14,Fear,2210,10,8047187.16,68646.160089,3641.261158371041,0.9113122171945701,0.08687782805429864
2025-03-15,Neutral,261,8,2355749.54,78694.624572,9025.86030651341,0.30268199233716475,0.7049808429118773
2025-03-16,Fear,530,8,10187921.51,-7910.943544999999,19222.49341509434,0.5415094339622641,0.4075471698113208
2025-03-17,Fear,920,11,3592895.05,26163.906513,3905.320706521739,0.4326086956521739,0.46304347826086956
2025-03-18,Fear,834,13,4050655.47,72322.788824,4856.901043165468,0.4748201438848921,0.5275779376498801
2025-03-19,Fear,1612,12,4598813.57,29374.682341,2852.8620161290323,0.6612903225806451,0.293424317617866
2025-03-20,Neutral,771,13,1652257.93,10246.859436,2143.0063942931256,0.7639429312581063,0.23346303501945526
2025-03-21,Fear,698,9,2543903.39,6951.270374,3644.560730659026,0.9068767908309455,0.07020057306590258
2025-03-22,Fear,535,8,971809.42,12498.535254,1816.4662056074767,0.18130841121495328,0.7700934579439253
2025-03-23,Fear,447,10,2593519.67,14047.421585,5802.057427293064,0.5436241610738255,0.3512304250559284
2025-03-24,Neutral,1027,13,3017587.05,107878.961301,2938.254186952288,0.439143135345667,0.50730282375852
2025-03-25,Neutral,791,13,5372519.77,32030.90678,6792.060391908975,0.7509481668773704,0.20859671302149177
2025-03-26,Neutral,3102,17,7597754.37,15802.167427,2449.30830754352,0.6366860090264346,0.3284977433913604
2025-03-27,Fear,785,11,3240279.46,58825.359221,4127.744535031847,0.47006369426751593,0.489171974522293
2025-03-28,Fear,728,11,1483092.61,21337.179335,2037.2151236263737,0.6813186813186813,0.2239010989010989
2025-03-29,Fear,1894,10,3668151.83,12098.872931,1936.7221911298839,0.9134107708553326,0.031151003167898626
2025-03-30,Fear,568,9,2850874.96,15795.11514,5019.146056338028,0.9366197183098591,0.04401408450704225
2025-03-31,Fear,495,12,2164772.4699999997,6978.184557,4373.277717171717,0.5858585858585859,0.04242424242424243
2025-04-01,Fear,192,9,704445.1900000001,-2202.6622420000003,3668.9853645833336,0.5677083333333334,0.3541666666666667
2025-04-02,Fear,1076,11,3867930.6,202212.740938,3594.7310408921935,0.8810408921933085,0.10130111524163568
2025-04-03,Fear,1748,17,8670233.15,-2365.961276,4960.087614416476,0.8735697940503433,0.11327231121281464
2025-04-04,Fear,1272,14,3835545.73,-25515.678949999998,3015.3661399371067,0.7688679245283019,0.1878930817610063
2025-04-05,Fear,360,10,1267564.22,35907.33771,3521.011722222222,0.8611111111111112,0.08333333333333333
2025-04-06,Fear,1048,14,3551252.06,47053.449272,3388.59929389313,0.8549618320610687,0.11164122137404581
2025-04-07,Fear,2814,18,14460253.14,34527.370305,5138.682707889126,0.5785358919687278,0.38663823738450603
2025-04-08,Fear,943,17,8869391.4,34899.394798,9405.505196182397,0.721102863202545,0.16967126193001061
2025-04-09,Fear,3967,20,28556806.47,43120.444797,7198.589984875221,0.39979833627426264,0.554323166120494
2025-04-10,Fear,2127,19,28741953.29,158261.822261,13512.90704748472,0.32863187588152326,0.6577338975082275
2025-04-11,Fear,1096,16,11319327.07,126406.479081,10327.853166058394,0.3056569343065693,0.6359489051094891
2025-04-12,Fear,2109,20,55914617.49,410419.694533,26512.383826458037,0.328117591275486,0.631578947368421
2025-04-13,Neutral,1321,17,14171154.79,48696.021521,10727.596358819075,0.4133232399697199,0.5427706283118849
2025-04-14,Fear,890,14,13079972.98,45680.443063,14696.598853932584,0.650561797752809,0.3089887640449438
2025-04-15,Fear,1131,14,20752168.24,72357.706282,18348.51303271441,0.48010610079575594,0.5075154730327144
2025-04-16,Fear,1608,17,36502715.9,58631.730257,22700.69396766169,0.611318407960199,0.31840796019900497
2025-04-17,Fear,1031,12,2604551.51,5427.919886,2526.238128031038,0.11154219204655674,0.8632395732298739
2025-04-18,Fear,1894,12,24610650.46,4880.4047439999995,12994.007634635693,0.20591341077085534,0.6019007391763463
2025-04-19,Fear,2786,15,32706462.71,71950.577495,11739.577426417804,0.2096195262024408,0.6661880832735104
2025-04-20,Fear,1982,12,12126094.05,25060.341936,6118.110015136226,0.08879919273461151,0.6922300706357215
2025-04-21,Fear,1718,14,42104054.84,34369.267906999994,24507.598859138536,0.3958090803259604,0.479627473806752
2025-04-22,Neutral,2998,15,33753625.24,58652.763578,11258.714222815212,0.1761174116077385,0.8228819212808539
2025-04-23,Greed,6159,19,30682443.79,-419020.225731,4981.72492125345,0.20457866536775451,0.7142393245656763
2025-04-24,Greed,2232,15,35088918.64,50704.395965,15720.841684587815,0.6079749103942652,0.23745519713261648
2025-04-25,Greed,1653,16,27749455.78,20218.859206,16787.32957047792,0.14277071990320628,0.6678765880217786
2025-04-26,Greed,1131,12,11948127.77,-4125.753942,10564.215534924844,0.29973474801061006,0.34748010610079577
2025-04-27,Greed,337,9,487537.69,2702.067468,1446.6993768545994,0.5074183976261127,0.10979228486646884
2025-04-28,Neutral,1379,8,26124921.49,36906.813759,18944.83066715011,0.6294416243654822,0.23567802755620015
2025-04-29,Greed,2243,7,34089511.66,125749.613427,15198.177289344627,0.4427106553722693,0.46098974587605884
2025-04-30,Greed,1113,8,12693878.85,14003.797269,11405.10229110512,0.48787061994609165,0.11680143755615453
2025-05-01,Neutral,1230,11,10720240.52,54536.829297000004,8715.642699186992,0.2821138211382114,0.2764227642276423
