cluster_id,traders,mean_total_pnl,median_total_pnl,mean_win_rate,mean_trades_per_day,mean_trade_size,archetype
3,9,662459.8349387778,677747.050643,0.878011326196249,223.85581250379136,8735.811372769418,HighActivity_Winner
1,7,551513.5004977143,308975.869716,0.8638278744976858,36.07601814325794,5949.701256423045,LowActivity_Winner
0,9,32745.67209677778,65513.657906,0.8646912274951544,30.179821817803536,3144.408790889441,LowActivity_Winner
2,7,25644.982376,22488.500821,0.7818106880507129,151.95029185515173,6240.549937791418,HighActivity_Winner
